Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;_1_XY;_2_XY;_3_XY;_4_XY;Position X;Position Y;Cluster
2201;District 3 Pi;Idealism;Deluxe;1017D;2240, -450;2224, -434;2224, -466;2256, -466;2256, -434;2240.0000;-450.0000;25
2202;District 3 Pi;Idealism;Deluxe;1018D;2240, -482;2224, -466;2224, -498;2256, -498;2256, -466;2240.0000;-482.0000;25
2203;District 3 Pi;Idealism;Deluxe;1019D;2208, -450;2192, -434;2192, -466;2224, -466;2224, -434;2208.0000;-450.0000;25
2204;District 3 Pi;Idealism;Deluxe;1020D;2208, -482;2192, -466;2192, -498;2224, -498;2224, -466;2208.0000;-482.0000;25
2205;District 3 Pi;Idealism;Deluxe;1021D;2416, -576;2400, -560;2400, -592;2432, -592;2432, -560;2416.0000;-576.0000;26
2206;District 3 Pi;Idealism;Deluxe;1022D;2416, -608;2400, -592;2400, -624;2432, -624;2432, -592;2416.0000;-608.0000;26
2207;District 3 Pi;Idealism;Deluxe;1023D;2384, -576;2368, -560;2368, -592;2400, -592;2400, -560;2384.0000;-576.0000;26
2208;District 3 Pi;Idealism;Deluxe;1024D;2384, -608;2368, -592;2368, -624;2400, -624;2400, -592;2384.0000;-608.0000;26
2209;District 3 Pi;Idealism;Deluxe;1025D;4592, -6736;4576, -6720;4576, -6752;4608, -6752;4608, -6720;4592.0000;-6736.0000;27
2210;District 3 Pi;Idealism;Deluxe;1026D;4592, -6768;4576, -6752;4576, -6784;4608, -6784;4608, -6752;4592.0000;-6768.0000;27
2211;District 3 Pi;Idealism;Deluxe;1027D;4560, -6736;4544, -6720;4544, -6752;4576, -6752;4576, -6720;4560.0000;-6736.0000;27
2212;District 3 Pi;Idealism;Deluxe;1028D;4560, -6768;4544, -6752;4544, -6784;4576, -6784;4576, -6752;4560.0000;-6768.0000;27
2213;District 3 Pi;Idealism;Deluxe;1029D;5120, -5440;5104, -5424;5104, -5456;5136, -5456;5136, -5424;5120.0000;-5440.0000;28
2214;District 3 Pi;Idealism;Deluxe;1030D;5120, -5472;5104, -5456;5104, -5488;5136, -5488;5136, -5456;5120.0000;-5472.0000;28
2215;District 3 Pi;Idealism;Deluxe;1031D;5088, -5440;5072, -5424;5072, -5456;5104, -5456;5104, -5424;5088.0000;-5440.0000;28
2216;District 3 Pi;Idealism;Deluxe;1032D;5088, -5472;5072, -5456;5072, -5488;5104, -5488;5104, -5456;5088.0000;-5472.0000;28
2217;District 3 Pi;Idealism;Deluxe;1033D;4416, -6608;4400, -6592;4400, -6624;4432, -6624;4432, -6592;4416.0000;-6608.0000;29
2218;District 3 Pi;Idealism;Deluxe;1034D;4416, -6640;4400, -6624;4400, -6656;4432, -6656;4432, -6624;4416.0000;-6640.0000;29
2219;District 3 Pi;Idealism;Deluxe;1035D;4384, -6608;4368, -6592;4368, -6624;4400, -6624;4400, -6592;4384.0000;-6608.0000;29
2220;District 3 Pi;Idealism;Deluxe;1036D;4384, -6640;4368, -6624;4368, -6656;4400, -6656;4400, -6624;4384.0000;-6640.0000;29
2221;District 3 Pi;Idealism;Deluxe;1037D;5296, -5536;5280, -5520;5280, -5552;5312, -5552;5312, -5520;5296.0000;-5536.0000;30
2222;District 3 Pi;Idealism;Deluxe;1038D;5296, -5568;5280, -5552;5280, -5584;5312, -5584;5312, -5552;5296.0000;-5568.0000;30
2223;District 3 Pi;Idealism;Deluxe;1039D;5264, -5536;5248, -5520;5248, -5552;5280, -5552;5280, -5520;5264.0000;-5536.0000;30
2224;District 3 Pi;Idealism;Deluxe;1040D;5264, -5568;5248, -5552;5248, -5584;5280, -5584;5280, -5552;5264.0000;-5568.0000;30
2225;District 3 Pi;Idealism;Deluxe;1041D;640, -4510;656, -4526;656, -4494;624, -4494;624, -4526;640.0000;-4510.0000;31
2226;District 3 Pi;Idealism;Deluxe;1042D;640, -4478;656, -4494;656, -4462;624, -4462;624, -4494;640.0000;-4478.0000;31
2227;District 3 Pi;Idealism;Deluxe;1043D;672, -4510;688, -4526;688, -4494;656, -4494;656, -4526;672.0000;-4510.0000;31
2228;District 3 Pi;Idealism;Deluxe;1044D;672, -4478;688, -4494;688, -4462;656, -4462;656, -4494;672.0000;-4478.0000;31
2229;District 3 Pi;Idealism;Deluxe;1045D;464, -4384;480, -4400;480, -4368;448, -4368;448, -4400;464.0000;-4384.0000;32
2230;District 3 Pi;Idealism;Deluxe;1046D;464, -4352;480, -4368;480, -4336;448, -4336;448, -4368;464.0000;-4352.0000;32
2231;District 3 Pi;Idealism;Deluxe;1047D;496, -4384;512, -4400;512, -4368;480, -4368;480, -4400;496.0000;-4384.0000;32
2232;District 3 Pi;Idealism;Deluxe;1048D;496, -4352;512, -4368;512, -4336;480, -4336;480, -4368;496.0000;-4352.0000;32
2233;District 3 Pi;Idealism;Deluxe;1049D;1168, -3184;1184, -3200;1184, -3168;1152, -3168;1152, -3200;1168.0000;-3184.0000;33
2234;District 3 Pi;Idealism;Deluxe;1050D;1168, -3152;1184, -3168;1184, -3136;1152, -3136;1152, -3168;1168.0000;-3152.0000;33
2235;District 3 Pi;Idealism;Deluxe;1051D;1200, -3184;1216, -3200;1216, -3168;1184, -3168;1184, -3200;1200.0000;-3184.0000;33
2236;District 3 Pi;Idealism;Deluxe;1052D;1200, -3152;1216, -3168;1216, -3136;1184, -3136;1184, -3168;1200.0000;-3152.0000;33
2237;District 3 Pi;Idealism;Deluxe;1053D;1344, -3312;1360, -3328;1360, -3296;1328, -3296;1328, -3328;1344.0000;-3312.0000;34
2238;District 3 Pi;Idealism;Deluxe;1054D;1344, -3280;1360, -3296;1360, -3264;1328, -3264;1328, -3296;1344.0000;-3280.0000;34
2239;District 3 Pi;Idealism;Deluxe;1055D;1376, -3312;1392, -3328;1392, -3296;1360, -3296;1360, -3328;1376.0000;-3312.0000;34
2240;District 3 Pi;Idealism;Deluxe;1056D;1376, -3280;1392, -3296;1392, -3264;1360, -3264;1360, -3296;1376.0000;-3280.0000;34
2241;District 3 Pi;Idealism;Deluxe;1057D;976, -4838;960, -4854;960, -4822;992, -4822;992, -4854;976.0000;-4838.0000;35
2242;District 3 Pi;Idealism;Deluxe;1058D;976, -4806;960, -4822;960, -4790;992, -4790;992, -4822;976.0000;-4806.0000;35
2243;District 3 Pi;Idealism;Deluxe;1059D;944, -4838;928, -4854;928, -4822;960, -4822;960, -4854;944.0000;-4838.0000;35
2244;District 3 Pi;Idealism;Deluxe;1060D;944, -4806;928, -4822;928, -4790;960, -4790;960, -4822;944.0000;-4806.0000;35
2245;District 3 Pi;Idealism;Deluxe;1061D;976, -5082;960, -5066;960, -5098;992, -5098;992, -5066;976.0000;-5082.0000;36
2246;District 3 Pi;Idealism;Deluxe;1062D;976, -5114;960, -5098;960, -5130;992, -5130;992, -5098;976.0000;-5114.0000;36
2247;District 3 Pi;Idealism;Deluxe;1063D;944, -5082;928, -5066;928, -5098;960, -5098;960, -5066;944.0000;-5082.0000;36
2248;District 3 Pi;Idealism;Deluxe;1064D;944, -5114;928, -5098;928, -5130;960, -5130;960, -5098;944.0000;-5114.0000;36
2249;District 3 Pi;Idealism;Deluxe;1065D;3840, -6136;3824, -6120;3824, -6152;3856, -6152;3856, -6120;3840.0000;-6136.0000;37
2250;District 3 Pi;Idealism;Deluxe;1066D;3840, -6168;3824, -6152;3824, -6184;3856, -6184;3856, -6152;3840.0000;-6168.0000;37
2251;District 3 Pi;Idealism;Deluxe;1067D;3808, -6136;3792, -6120;3792, -6152;3824, -6152;3824, -6120;3808.0000;-6136.0000;37
2252;District 3 Pi;Idealism;Deluxe;1068D;3808, -6168;3792, -6152;3792, -6184;3824, -6184;3824, -6152;3808.0000;-6168.0000;37
2253;District 3 Pi;Idealism;Deluxe;1069D;4016, -6272;4000, -6256;4000, -6288;4032, -6288;4032, -6256;4016.0000;-6272.0000;38
2254;District 3 Pi;Idealism;Deluxe;1070D;4016, -6304;4000, -6288;4000, -6320;4032, -6320;4032, -6288;4016.0000;-6304.0000;38
2255;District 3 Pi;Idealism;Deluxe;1071D;3984, -6272;3968, -6256;3968, -6288;4000, -6288;4000, -6256;3984.0000;-6272.0000;38
2256;District 3 Pi;Idealism;Deluxe;1072D;3984, -6304;3968, -6288;3968, -6320;4000, -6320;4000, -6288;3984.0000;-6304.0000;38
2257;District 4 Delta;Romance;Deluxe;1369D;-4592, 3184;-4576, 3200;-4576, 3168;-4608, 3168;-4608, 3200;-4592.0000;3184.0000;113
2258;District 4 Delta;Romance;Deluxe;1370D;-4592, 3152;-4576, 3168;-4576, 3136;-4608, 3136;-4608, 3168;-4592.0000;3152.0000;113
2259;District 4 Delta;Romance;Deluxe;1371D;-4560, 3184;-4544, 3200;-4544, 3168;-4576, 3168;-4576, 3200;-4560.0000;3184.0000;113
2260;District 4 Delta;Romance;Deluxe;1372D;-4560, 3152;-4544, 3168;-4544, 3136;-4576, 3136;-4576, 3168;-4560.0000;3152.0000;113
2261;District 4 Delta;Romance;Deluxe;1373D;-4416, 3312;-4400, 3328;-4400, 3296;-4432, 3296;-4432, 3328;-4416.0000;3312.0000;114
2262;District 4 Delta;Romance;Deluxe;1374D;-4416, 3280;-4400, 3296;-4400, 3264;-4432, 3264;-4432, 3296;-4416.0000;3280.0000;114
2263;District 4 Delta;Romance;Deluxe;1375D;-4384, 3312;-4368, 3328;-4368, 3296;-4400, 3296;-4400, 3328;-4384.0000;3312.0000;114
2264;District 4 Delta;Romance;Deluxe;1376D;-4384, 3280;-4368, 3296;-4368, 3264;-4400, 3264;-4400, 3296;-4384.0000;3280.0000;114
2265;District 4 Delta;Romance;Deluxe;1377D;-976, 4838;-960, 4854;-960, 4822;-992, 4822;-992, 4854;-976.0000;4838.0000;115
2266;District 4 Delta;Romance;Deluxe;1378D;-976, 4806;-960, 4822;-960, 4790;-992, 4790;-992, 4822;-976.0000;4806.0000;115
2267;District 4 Delta;Romance;Deluxe;1379D;-944, 4838;-928, 4854;-928, 4822;-960, 4822;-960, 4854;-944.0000;4838.0000;115
2268;District 4 Delta;Romance;Deluxe;1380D;-944, 4806;-928, 4822;-928, 4790;-960, 4790;-960, 4822;-944.0000;4806.0000;115
2269;District 4 Delta;Romance;Deluxe;1381D;-976, 5082;-960, 5066;-960, 5098;-992, 5098;-992, 5066;-976.0000;5082.0000;116
2270;District 4 Delta;Romance;Deluxe;1382D;-976, 5114;-960, 5098;-960, 5130;-992, 5130;-992, 5098;-976.0000;5114.0000;116
2271;District 4 Delta;Romance;Deluxe;1383D;-944, 5082;-928, 5066;-928, 5098;-960, 5098;-960, 5066;-944.0000;5082.0000;116
2272;District 4 Delta;Romance;Deluxe;1384D;-944, 5114;-928, 5098;-928, 5130;-960, 5130;-960, 5098;-944.0000;5114.0000;116
2273;District 4 Delta;Romance;Deluxe;1385D;-3840, 6136;-3824, 6120;-3824, 6152;-3856, 6152;-3856, 6120;-3840.0000;6136.0000;117
2274;District 4 Delta;Romance;Deluxe;1386D;-3840, 6168;-3824, 6152;-3824, 6184;-3856, 6184;-3856, 6152;-3840.0000;6168.0000;117
2275;District 4 Delta;Romance;Deluxe;1387D;-3808, 6136;-3792, 6120;-3792, 6152;-3824, 6152;-3824, 6120;-3808.0000;6136.0000;117
2276;District 4 Delta;Romance;Deluxe;1388D;-3808, 6168;-3792, 6152;-3792, 6184;-3824, 6184;-3824, 6152;-3808.0000;6168.0000;117
2277;District 4 Delta;Romance;Deluxe;1389D;-4016, 6272;-4000, 6256;-4000, 6288;-4032, 6288;-4032, 6256;-4016.0000;6272.0000;118
2278;District 4 Delta;Romance;Deluxe;1390D;-4016, 6304;-4000, 6288;-4000, 6320;-4032, 6320;-4032, 6288;-4016.0000;6304.0000;118
2279;District 4 Delta;Romance;Deluxe;1391D;-3984, 6272;-3968, 6256;-3968, 6288;-4000, 6288;-4000, 6256;-3984.0000;6272.0000;118
2280;District 4 Delta;Romance;Deluxe;1392D;-3984, 6304;-3968, 6288;-3968, 6320;-4000, 6320;-4000, 6288;-3984.0000;6304.0000;118
2281;District 4 Delta;Romance;Deluxe;1393D;-3312, 2448;-3296, 2464;-3296, 2432;-3328, 2432;-3328, 2464;-3312.0000;2448.0000;119
2282;District 4 Delta;Romance;Deluxe;1394D;-3312, 2416;-3296, 2432;-3296, 2400;-3328, 2400;-3328, 2432;-3312.0000;2416.0000;119
2283;District 4 Delta;Romance;Deluxe;1395D;-3280, 2448;-3264, 2464;-3264, 2432;-3296, 2432;-3296, 2464;-3280.0000;2448.0000;119
2284;District 4 Delta;Romance;Deluxe;1396D;-3280, 2416;-3264, 2432;-3264, 2400;-3296, 2400;-3296, 2432;-3280.0000;2416.0000;119
2285;District 4 Delta;Romance;Deluxe;1397D;-4016, 3648;-4000, 3664;-4000, 3632;-4032, 3632;-4032, 3664;-4016.0000;3648.0000;120
2286;District 4 Delta;Romance;Deluxe;1398D;-4016, 3616;-4000, 3632;-4000, 3600;-4032, 3600;-4032, 3632;-4016.0000;3616.0000;120
2287;District 4 Delta;Romance;Deluxe;1399D;-3984, 3648;-3968, 3664;-3968, 3632;-4000, 3632;-4000, 3664;-3984.0000;3648.0000;120
2288;District 4 Delta;Romance;Deluxe;1400D;-3984, 3616;-3968, 3632;-3968, 3600;-4000, 3600;-4000, 3632;-3984.0000;3616.0000;120
2289;District 4 Delta;Romance;Deluxe;1401D;-2448, 2448;-2464, 2464;-2464, 2432;-2432, 2432;-2432, 2464;-2448.0000;2448.0000;121
2290;District 4 Delta;Romance;Deluxe;1402D;-2448, 2416;-2464, 2432;-2464, 2400;-2432, 2400;-2432, 2432;-2448.0000;2416.0000;121
2291;District 4 Delta;Romance;Deluxe;1403D;-2480, 2448;-2496, 2464;-2496, 2432;-2464, 2432;-2464, 2464;-2480.0000;2448.0000;121
2292;District 4 Delta;Romance;Deluxe;1404D;-2480, 2416;-2496, 2432;-2496, 2400;-2464, 2400;-2464, 2432;-2480.0000;2416.0000;121
2293;District 4 Delta;Romance;Deluxe;1405D;-1744, 3648;-1760, 3664;-1760, 3632;-1728, 3632;-1728, 3664;-1744.0000;3648.0000;122
2294;District 4 Delta;Romance;Deluxe;1406D;-1744, 3616;-1760, 3632;-1760, 3600;-1728, 3600;-1728, 3632;-1744.0000;3616.0000;122
2295;District 4 Delta;Romance;Deluxe;1407D;-1776, 3648;-1792, 3664;-1792, 3632;-1760, 3632;-1760, 3664;-1776.0000;3648.0000;122
2296;District 4 Delta;Romance;Deluxe;1408D;-1776, 3616;-1792, 3632;-1792, 3600;-1760, 3600;-1760, 3632;-1776.0000;3616.0000;122
2297;District 4 Delta;Romance;Deluxe;1409D;-3504, 5808;-3520, 5792;-3520, 5824;-3488, 5824;-3488, 5792;-3504.0000;5808.0000;123
2298;District 4 Delta;Romance;Deluxe;1410D;-3504, 5840;-3520, 5824;-3520, 5856;-3488, 5856;-3488, 5824;-3504.0000;5840.0000;123
2299;District 4 Delta;Romance;Deluxe;1411D;-3536, 5808;-3552, 5792;-3552, 5824;-3520, 5824;-3520, 5792;-3536.0000;5808.0000;123
2300;District 4 Delta;Romance;Deluxe;1412D;-3536, 5840;-3552, 5824;-3552, 5856;-3520, 5856;-3520, 5824;-3536.0000;5840.0000;123
2301;District 4 Delta;Romance;Deluxe;1413D;-2256, 5808;-2240, 5792;-2240, 5824;-2272, 5824;-2272, 5792;-2256.0000;5808.0000;124
2302;District 4 Delta;Romance;Deluxe;1414D;-2256, 5840;-2240, 5824;-2240, 5856;-2272, 5856;-2272, 5824;-2256.0000;5840.0000;124
2303;District 4 Delta;Romance;Deluxe;1415D;-2224, 5808;-2208, 5792;-2208, 5824;-2240, 5824;-2240, 5792;-2224.0000;5808.0000;124
2304;District 4 Delta;Romance;Deluxe;1416D;-2224, 5840;-2208, 5824;-2208, 5856;-2240, 5856;-2240, 5824;-2224.0000;5840.0000;124
2305;District 4 Delta;Romance;Deluxe;1417D;-3504, 4112;-3520, 4128;-3520, 4096;-3488, 4096;-3488, 4128;-3504.0000;4112.0000;125
2306;District 4 Delta;Romance;Deluxe;1418D;-3504, 4080;-3520, 4096;-3520, 4064;-3488, 4064;-3488, 4096;-3504.0000;4080.0000;125
2307;District 4 Delta;Romance;Deluxe;1419D;-3536, 4112;-3552, 4128;-3552, 4096;-3520, 4096;-3520, 4128;-3536.0000;4112.0000;125
2308;District 4 Delta;Romance;Deluxe;1420D;-3536, 4080;-3552, 4096;-3552, 4064;-3520, 4064;-3520, 4096;-3536.0000;4080.0000;125
2309;District 4 Delta;Romance;Deluxe;1421D;-2256, 4112;-2240, 4128;-2240, 4096;-2272, 4096;-2272, 4128;-2256.0000;4112.0000;126
2310;District 4 Delta;Romance;Deluxe;1422D;-2256, 4080;-2240, 4096;-2240, 4064;-2272, 4064;-2272, 4096;-2256.0000;4080.0000;126
2311;District 4 Delta;Romance;Deluxe;1423D;-2224, 4112;-2208, 4128;-2208, 4096;-2240, 4096;-2240, 4128;-2224.0000;4112.0000;126
2312;District 4 Delta;Romance;Deluxe;1424D;-2224, 4080;-2208, 4096;-2208, 4064;-2240, 4064;-2240, 4096;-2224.0000;4080.0000;126
2313;District 4 Delta;Romance;Deluxe;1425D;-4784, 5082;-4800, 5066;-4800, 5098;-4768, 5098;-4768, 5066;-4784.0000;5082.0000;127
2314;District 4 Delta;Romance;Deluxe;1426D;-4784, 5114;-4800, 5098;-4800, 5130;-4768, 5130;-4768, 5098;-4784.0000;5114.0000;127
2315;District 5 Omega;Vitality;Premium;  1735P;5264, -5744;5280, -5728;5248, -5728;5248, -5760;5280, -5760;5264.0000;-5744.0000;32
2316;District 5 Omega;Vitality;Premium;  1736P;5296, -5744;5312, -5728;5280, -5728;5280, -5760;5312, -5760;5296.0000;-5744.0000;32
2317;District 5 Omega;Vitality;Premium;  1737P;848, -4398;832, -4414;864, -4414;864, -4382;832, -4382;848.0000;-4398.0000;33
2318;District 5 Omega;Vitality;Premium;  1738P;816, -4398;800, -4414;832, -4414;832, -4382;800, -4382;816.0000;-4398.0000;33
2319;District 5 Omega;Vitality;Premium;  1739P;496, -4176;480, -4192;512, -4192;512, -4160;480, -4160;496.0000;-4176.0000;34
2320;District 5 Omega;Vitality;Premium;  1740P;464, -4176;448, -4192;480, -4192;480, -4160;448, -4160;464.0000;-4176.0000;34
2321;District 5 Omega;Vitality;Premium;  1741P;1024, -3268;1008, -3284;1040, -3284;1040, -3252;1008, -3252;1024.0000;-3268.0000;35
2322;District 5 Omega;Vitality;Premium;  1742P;992, -3268;976, -3284;1008, -3284;1008, -3252;976, -3252;992.0000;-3268.0000;35
2323;District 5 Omega;Vitality;Premium;  1743P;1376, -3488;1360, -3504;1392, -3504;1392, -3472;1360, -3472;1376.0000;-3488.0000;36
2324;District 5 Omega;Vitality;Premium;  1744P;1344, -3488;1328, -3504;1360, -3504;1360, -3472;1328, -3472;1344.0000;-3488.0000;36
2325;District 5 Omega;Vitality;Premium;  1745P;1104, -4732;1120, -4748;1088, -4748;1088, -4716;1120, -4716;1104.0000;-4732.0000;37
2326;District 5 Omega;Vitality;Premium;  1746P;1136, -4732;1152, -4748;1120, -4748;1120, -4716;1152, -4716;1136.0000;-4732.0000;37
2327;District 5 Omega;Vitality;Premium;  1747P;1104, -5188;1120, -5172;1088, -5172;1088, -5204;1120, -5204;1104.0000;-5188.0000;38
2328;District 5 Omega;Vitality;Premium;  1748P;1136, -5188;1152, -5172;1120, -5172;1120, -5204;1152, -5204;1136.0000;-5188.0000;38
2329;District 5 Omega;Vitality;Premium;  1749P;3632, -6248;3648, -6232;3616, -6232;3616, -6264;3648, -6264;3632.0000;-6248.0000;39
2330;District 5 Omega;Vitality;Premium;  1750P;3664, -6248;3680, -6232;3648, -6232;3648, -6264;3680, -6264;3664.0000;-6248.0000;39
2331;District 5 Omega;Vitality;Premium;  1751P;3984, -6480;4000, -6464;3968, -6464;3968, -6496;4000, -6496;3984.0000;-6480.0000;40
2332;District 5 Omega;Vitality;Premium;  1752P;4016, -6480;4032, -6464;4000, -6464;4000, -6496;4032, -6496;4016.0000;-6480.0000;40
2333;District 5 Omega;Vitality;Premium;  1753P;2384, -3986;2400, -4002;2368, -4002;2368, -3970;2400, -3970;2384.0000;-3986.0000;41
2334;District 5 Omega;Vitality;Premium;  1754P;2416, -3986;2432, -4002;2400, -4002;2400, -3970;2432, -3970;2416.0000;-3986.0000;41
2335;District 5 Omega;Vitality;Premium;  1755P;3376, -3986;3360, -4002;3392, -4002;3392, -3970;3360, -3970;3376.0000;-3986.0000;42
2336;District 5 Omega;Vitality;Premium;  1756P;3344, -3986;3328, -4002;3360, -4002;3360, -3970;3328, -3970;3344.0000;-3986.0000;42
2337;District 5 Omega;Vitality;Premium;  1757P;2384, -5934;2400, -5918;2368, -5918;2368, -5950;2400, -5950;2384.0000;-5934.0000;43
2338;District 5 Omega;Vitality;Premium;  1758P;2416, -5934;2432, -5918;2400, -5918;2400, -5950;2432, -5950;2416.0000;-5934.0000;43
2339;District 5 Omega;Vitality;Premium;  1759P;3376, -5934;3360, -5918;3392, -5918;3392, -5950;3360, -5950;3376.0000;-5934.0000;44
2340;District 5 Omega;Vitality;Premium;  1760P;3344, -5934;3328, -5918;3360, -5918;3360, -5950;3328, -5950;3344.0000;-5934.0000;44
2341;District 5 Omega;Vitality;Premium;  1761P;2304, -2532;2288, -2548;2320, -2548;2320, -2516;2288, -2516;2304.0000;-2532.0000;45
2342;District 5 Omega;Vitality;Premium;  1762P;2272, -2532;2256, -2548;2288, -2548;2288, -2516;2256, -2516;2272.0000;-2532.0000;45
2343;District 5 Omega;Vitality;Premium;  1763P;1776, -3440;1760, -3456;1792, -3456;1792, -3424;1760, -3424;1776.0000;-3440.0000;46
2344;District 5 Omega;Vitality;Premium;  1764P;1744, -3440;1728, -3456;1760, -3456;1760, -3424;1728, -3424;1744.0000;-3440.0000;46
2345;District 5 Omega;Vitality;Premium;  1765P;3456, -2532;3472, -2548;3440, -2548;3440, -2516;3472, -2516;3456.0000;-2532.0000;47
2346;District 5 Omega;Vitality;Premium;  1766P;3488, -2532;3504, -2548;3472, -2548;3472, -2516;3504, -2516;3488.0000;-2532.0000;47
2347;District 5 Omega;Vitality;Premium;  1767P;3984, -3440;4000, -3456;3968, -3456;3968, -3424;4000, -3424;3984.0000;-3440.0000;48
2348;District 5 Omega;Vitality;Premium;  1768P;4016, -3440;4032, -3456;4000, -3456;4000, -3424;4032, -3424;4016.0000;-3440.0000;48
2349;District 5 Omega;Vitality;Premium;  1769P;4656, -4732;4640, -4748;4672, -4748;4672, -4716;4640, -4716;4656.0000;-4732.0000;49
2350;District 5 Omega;Vitality;Premium;  1770P;4624, -4732;4608, -4748;4640, -4748;4640, -4716;4608, -4716;4624.0000;-4732.0000;49
2351;District 5 Omega;Vitality;Premium;  1771P;4656, -5188;4640, -5172;4672, -5172;4672, -5204;4640, -5204;4656.0000;-5188.0000;50
2352;District 5 Omega;Vitality;Premium;  1772P;4624, -5188;4608, -5172;4640, -5172;4640, -5204;4608, -5204;4624.0000;-5188.0000;50
2353;District 5 Omega;Vitality;Premium;  1773P;1776, -4800;1760, -4816;1792, -4816;1792, -4784;1760, -4784;1776.0000;-4800.0000;51
2354;District 5 Omega;Vitality;Premium;  1774P;1744, -4800;1728, -4816;1760, -4816;1760, -4784;1728, -4784;1744.0000;-4800.0000;51
2355;District 5 Omega;Vitality;Premium;  1775P;1776, -5120;1760, -5104;1792, -5104;1792, -5136;1760, -5136;1776.0000;-5120.0000;52
2356;District 5 Omega;Vitality;Premium;  1776P;1744, -5120;1728, -5104;1760, -5104;1760, -5136;1728, -5136;1744.0000;-5120.0000;52
2357;District 5 Omega;Vitality;Premium;  1777P;3984, -4800;4000, -4816;3968, -4816;3968, -4784;4000, -4784;3984.0000;-4800.0000;53
2358;District 5 Omega;Vitality;Premium;  1778P;4016, -4800;4032, -4816;4000, -4816;4000, -4784;4032, -4784;4016.0000;-4800.0000;53
2359;District 5 Omega;Vitality;Premium;  1779P;3984, -5120;4000, -5104;3968, -5104;3968, -5136;4000, -5136;3984.0000;-5120.0000;54
2360;District 5 Omega;Vitality;Premium;  1780P;4016, -5120;4032, -5104;4000, -5104;4000, -5136;4032, -5136;4016.0000;-5120.0000;54
2361;District 5 Omega;Vitality;Premium;  1781P;4736, -3268;4752, -3284;4720, -3284;4720, -3252;4752, -3252;4736.0000;-3268.0000;55
2362;District 5 Omega;Vitality;Premium;  1782P;4768, -3268;4784, -3284;4752, -3284;4752, -3252;4784, -3252;4768.0000;-3268.0000;55
2363;District 5 Omega;Vitality;Premium;  1783P;4912, -4368;4928, -4384;4896, -4384;4896, -4352;4928, -4352;4912.0000;-4368.0000;56
2364;District 5 Omega;Vitality;Premium;  1784P;4944, -4368;4960, -4384;4928, -4384;4928, -4352;4960, -4352;4944.0000;-4368.0000;56
2365;District 5 Omega;Vitality;Premium;  1785P;4384, -3488;4400, -3504;4368, -3504;4368, -3472;4400, -3472;4384.0000;-3488.0000;57
2366;District 5 Omega;Vitality;Premium;  1786P;4416, -3488;4432, -3504;4400, -3504;4400, -3472;4432, -3472;4416.0000;-3488.0000;57
2367;District 5 Omega;Vitality;Premium;  1787P;5264, -4176;5280, -4192;5248, -4192;5248, -4160;5280, -4160;5264.0000;-4176.0000;58
2368;District 5 Omega;Vitality;Premium;  1788P;5296, -4176;5312, -4192;5280, -4192;5280, -4160;5312, -4160;5296.0000;-4176.0000;58
2369;District 5 Omega;Vitality;Premium;  1789P;5024, 2428;5008, 2412;5040, 2412;5040, 2444;5008, 2444;5024.0000;2428.0000;59
2370;District 5 Omega;Vitality;Premium;  1790P;4992, 2428;4976, 2412;5008, 2412;5008, 2444;4976, 2444;4992.0000;2428.0000;59
2371;District 5 Omega;Vitality;Premium;  1791P;4848, 1328;4832, 1312;4864, 1312;4864, 1344;4832, 1344;4848.0000;1328.0000;60
